nl,code
"connect the database according to $db_engine$. Execute SQL ( query all columns in the DATABASE table based on $db_name$ ) , get the first piece of data, and return the query result.","public List < Object > dropDb ( DataSource db_engine , String db_name ) { JdbcTemplate conn = new JdbcTemplate ( db_engine ) ; List assy = conn . query ( "" select * from database where db_name = ? "" , new Object [ ] { db_name } , new BeanPropertyRowMapper ( List . class ) ) ; return assy ; }"
"Set sql ( query all columns in the ROLLBACK_TEST table according to $session$ ) , use $conn$ to execute SQL and get the first row of data, and return the judgment of whether the query result is 0 or not.","public boolean supportsTransactions ( JdbcTemplate conn , String session ) { List counts = conn . query ( "" select COUNT from ROLLBACK_TEST where session = ? "" , new Object [ ] { session } , new BeanPropertyRowMapper ( List . class ) ) ; return counts . size ( ) == 0 ; }"
"Execute SQL ( get the hair column in the universities where name is $name$ ) with $conn$, get the first data, then print the query results and return the rendered 'courses.html', where the university parameter is the result of the query.","public String supportsTransactions ( JdbcTemplate conn , String name , Model model ) { List university = conn . query ( "" select hair from universities where name = ? "" , new Object [ ] { name } , new BeanPropertyRowMapper ( List . class ) ) ; System . out . println ( university ) ; model . addAttribute ( "" university "" , university ) ; return "" courses.html "" ; }"
"Execute SQL with $conn$ ( query the destination column in the flights table according to $origin$ ) , get all the data, use for loop to traverse the query results, store the 0th element of each article in list, and return the list.","public List main ( JdbcTemplate conn , String origin ) { List flights = conn . query ( "" select destination from flights where origin = ? "" , new Object [ ] { origin } , new BeanPropertyRowMapper ( List . class ) ) ; List flight_list = new ArrayList ( ) ; for ( Object i : flights ) { flight_list . add ( JSONObject . parseObject ( i . toString ( ) ) . get ( 0 ) ) ; } return flight_list ; }"
"Try to use $conn$ to execute SQL ( query the day column in the flights table based on $id$ ) , get all the data, and return the query results. If an Exception occurs during execution, the exception is printed.","public List book ( JdbcTemplate conn , String id ) { try { List res = conn . query ( "" select day from flights where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; } catch ( Exception e ) { e . printStackTrace ( ) ; return null ; } }"
Execute the SQL statement ( query all the columns in the Restaurant ) with $conn$ and return after getting all the data. Close $conn$ and return the result of executing the SQL statement.,"public List search ( JdbcTemplate conn ) { List results = conn . query ( "" select * from restaurant "" , new BeanPropertyRowMapper ( List . class ) ) ; return results ; }"
"Execute SQL through $conn$ ( query the description column in the 'table' table according to $id$ ) , get all the data, use for loop to convert each item of the query result into dict, store it into list, and return the list.","public List getCommonWords ( JdbcTemplate conn , String id ) { List descriptions = conn . query ( "" select description from table where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; return descriptions ; }"
"Use $conn$ to create the cursor by the cursor ( ) method. If the request module sends the request as post, set the SQL ( query all columns in services through $status$ ) , execute the SQL statement to get all the data. Close the cursor, render and return ""marketplace.html"", where the res parameter is the result of the query.","public Object marketplace ( HttpRequest request , JdbcTemplate conn , String status , Model model ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List res = conn . query ( "" select * from services where status = ? "" , new Object [ ] { status } , new BeanPropertyRowMapper ( List . class ) ) ; model . addAttribute ( "" res "" , res ) ; return "" marketplace.html "" ; } else { return null ; } }"
connect to the database through $engine$ and execute the SQL ( get the description column in the Customer table based on $id$ ) and get all the data. Finally return the query results.,"public List testCoreFetchmanyWStreaming ( DataSource engine , String id ) { JdbcTemplate conn = new JdbcTemplate ( engine ) ; List results = conn . query ( "" select description from customer where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; return results ; }"
"Connect the database with $db$, set up SQL ( query all columns in the deadlock_users table based on $user_id$ and $name$ ) , execute SQL, get all the data, close the connection, and return the data.","public List testRollbackDeadlock ( DataSource db , String user_id , String name ) { JdbcTemplate conn1 = new JdbcTemplate ( db ) ; List uesrs = conn1 . query ( "" select * from deadlock_users where user_id = ? and name = ? "" , new Object [ ] { user_id , name } , new BeanPropertyRowMapper ( List . class ) ) ; return uesrs ; }"
"Use $db$ to execute SQL ( get the Name column processed by the counting method in the tracks table according to $name$ ) , get all the data, and then use for loop to print each item in the query result.","public void findNameNum ( JdbcTemplate db , String name ) { List result = db . query ( "" select count(Name) from tracks where name = ? "" , new Object [ ] { name } , new BeanPropertyRowMapper ( List . class ) ) ; for ( Object i : result ) { System . out . println ( i ) ; } }"
"Execute SQL ( query the ratings data in the reviewtable with $isbn$ ) using the $conn$ connection and get the number of rows of data. If the number of rows obtained is not 0, all data is queried and the rendered ""review.html"" is returned with the review parameter as the result of the query.","public String userReview ( JdbcTemplate conn , String isbn , Model model ) { List review = conn . query ( "" select ratings from reviewtable where isbn = ? "" , new Object [ ] { isbn } , new BeanPropertyRowMapper ( List . class ) ) ; int count = review . size ( ) ; if ( review . isEmpty ( ) ) { return null ; } else { model . addAttribute ( "" review "" , review ) ; return "" review.html "" ; } }"
"connect to the database where the engine is $engine$. Execute the SQL statement ( query all columns in the Customer ) using the database connection and get all the data. If no data is obtained, False is returned, otherwise return True .","public boolean getCustomer ( DataSource engine ) { JdbcTemplate conn = new JdbcTemplate ( engine ) ; List result = conn . query ( "" select * from customer "" , new BeanPropertyRowMapper ( List . class ) ) ; if ( result . isEmpty ( ) ) { return false ; } else { return true ; } }"
"Use $conn$ to execute SQL ( query the amount of data in the events table when table_name is $hash_cohort$ ) and get the first piece of data. Set the assertion to determine the number of query results to 1. Finally, return the data.","public Object testEmptyOutput ( JdbcTemplate conn , String hash_cohort ) { List count_ts = conn . query ( "" select count(*) from events where table_name = ? "" , new Object [ ] { hash_cohort } , new BeanPropertyRowMapper ( List . class ) ) ; assert count_ts . size ( ) == 1 ; return count_ts . get ( 0 ) ; }"
"Set up SQL ( query all the information in the books table based on $isbn$ ) , use $conn$ to execute the SQL and get all the query results. Return the query results converted to json format.","public JSONArray selectValue ( JdbcTemplate conn , String isbn ) { List data = conn . query ( "" select * from books where isbn = ? "" , new Object [ ] { isbn } , new BeanPropertyRowMapper ( List . class ) ) ; return JSONObject . parseArray ( data . toString ( ) ) ; }"
"Try to use $conn$ to execute SQL ( query all the columns in the 'tables' table where user_id is $id$ ) , get all the data and print. If a SQLAlchemyError exception occurs during execution, print the exception converted to a string and convert the dictionary whose 'status' is 200 and 'message' is ""OK"" to json and return.","public JSONObject adoptPet ( JdbcTemplate conn , String id ) { try { List res = conn . query ( "" select * from tables where user_id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; System . out . println ( res ) ; } catch ( Exception e ) { e . printStackTrace ( ) ; } JSONObject jsonObject = new JSONObject ( ) ; jsonObject . put ( "" status "" , 200 ) ; jsonObject . put ( "" message "" , "" ok "" ) ; return jsonObject ; }"
"Set up the SQL statement ( get all columns in books based on $isbn$ and $title$ ) , execute the SQL statement through the $conn$ connection. If the number of rows of the query results is 0, render and return ""error.html"". Get all the data, render and return ""results.html"", where the result of the books parameter is all the data obtained.","public String getBooks ( JdbcTemplate conn , String isbn , String title , Model model ) { List books = conn . query ( "" select * from books where isbn = ? and title = ? "" , new Object [ ] { isbn , title } , new BeanPropertyRowMapper ( List . class ) ) ; if ( books . isEmpty ( ) ) { return "" error.html "" ; } else { model . addAttribute ( "" books "" , books ) ; return "" results.html "" ; } }"
"Use $db$ to execute SQL ( get the isbn column in the books table based on $title$ and $author$ ) , get all the data, and return the rendered ""home.html"", where the result parameter is the query result.","public String search ( JdbcTemplate db , String title , String author , Model model ) { List all_isbn = db . query ( "" select isbn from books where title = ? and author = ? "" , new Object [ ] { title , author } , new BeanPropertyRowMapper ( List . class ) ) ; model . addAttribute ( "" result "" , all_isbn ) ; return "" home.html "" ; }"
"Set up the SQL ( query the id column in the book table based on $user_id$ ) , execute the SQL based on $conn$ and get all the query result, close the connection, and return the data.","public List selectBook ( JdbcTemplate conn , String user_id ) { List ids = conn . query ( "" select id from book where user_id = ? "" , new Object [ ] { user_id } , new BeanPropertyRowMapper ( List . class ) ) ; return ids ; }"
"Use $conn$ to execute the SQL ( get the book_name column in the books table based on $id$ ) and get all the data. If the obtained result is not None, then return the rendered ""error.html"", and finally return the rendered ""book.html"", where the book_names parameter is the data obtained by executing the SQL.","public String book ( JdbcTemplate conn , String id , Model model ) { List book_names = conn . query ( "" select book_name from books where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; if ( book_names . isEmpty ( ) ) { return "" error.html "" ; } else { model . addAttribute ( "" book_names "" , book_names ) ; return "" book.html "" ; } }"
"If the data request method is POST, use $conn$ to execute SQL ( query all data in the 'request' column of the POST table based on $check_password_hash$ and $check_password_hash$ ) , store the query result as list and return. Otherwise, return the rendered ""login.html"" page.","public Object login ( HttpRequest request , JdbcTemplate conn , String check_password_hash ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List rows = conn . query ( "" select request from post where check_password_hash = ? "" , new Object [ ] { check_password_hash } , new BeanPropertyRowMapper ( List . class ) ) ; for ( Object row : rows ) { return row ; } } else { return "" login.html "" ; } return "" login.html "" ; }"
"Use $conn$ to execute SQL ( query all columns in the detail table based on $host$ ) . Get all query results, print and return.","public List dbhost ( JdbcTemplate conn , String host ) { List rs = conn . query ( "" select * from detail where host = ? "" , new Object [ ] { host } , new BeanPropertyRowMapper ( List . class ) ) ; System . out . println ( rs ) ; return rs ; }"
"Use the cursor method of $connection$ to execute the SQL ( get all columns in the user table based on $id$ ) and get all the data. Then close the cursor method, close the database connection and finally print the query results.","public void databaseForSqliteSelect ( DataSource connection , String id ) { JdbcTemplate cursor = new JdbcTemplate ( connection ) ; List values = cursor . query ( "" select * from user where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; System . out . println ( values ) ; }"
"Set SQL ( query the number of eligible rows in the table where name is $name$ ) , execute SQL with $conn$ to get all the data and return the 0th of the query results.","public Object selectCount ( JdbcTemplate conn , String name ) { List results = conn . query ( "" select count(*) from table where name = ? "" , new Object [ ] { name } , new BeanPropertyRowMapper ( List . class ) ) ; return results . get ( 0 ) ; }"
Use the $engine$ to connect the database and execute SQL ( get the name column in the Beers table where id is $bid$ ) and get all the data. Use for loop to convert each item of the query result to a dictionary type and return.,"public List findBeersname ( DataSource engine , String bid ) { JdbcTemplate con = new JdbcTemplate ( engine ) ; List results = con . query ( "" select name from Beers where id = ? "" , new Object [ ] { bid } , new BeanPropertyRowMapper ( List . class ) ) ; return results ; }"
"Try to connect to the database with $engine$, execut SQL ( get all of the weather_info where temp_min is $temp_min$ and temp_max is $temp_max$ ) to convert each query result into a dict store as a list and return.","public List queryPage ( DataSource engine , String temp_min , String temp_max ) { try { JdbcTemplate connection = new JdbcTemplate ( engine ) ; List res_data = connection . query ( "" select temp from weather_info where temp_min = ? and temp_max = ? "" , new Object [ ] { temp_min , temp_max } , new BeanPropertyRowMapper ( List . class ) ) ; return res_data ; } catch ( Exception e ) { e . printStackTrace ( ) ; return null ; } }"
Create the database engine and connect via $localhost$. Execute the SQL statement ( query the number of all columns in the pg_database table based on $datname$ ) to get the first piece of data and return the obtained data.,"public List sqlImport ( DataSource localhost , String datname ) { JdbcTemplate conn = new JdbcTemplate ( localhost ) ; List value = conn . query ( "" select count(*) from pg_database where datname = ? "" , new Object [ ] { datname } , new BeanPropertyRowMapper ( List . class ) ) ; return value ; }"
"Try to use $conn$ to execute SQL ( get all the columns in the table where message is $message_te$ ) , get all the data, return the query results, and print an exception if an exception occurs during execution.","public List init ( JdbcTemplate conn , String message_te ) { try { List res = conn . query ( "" select * from table where message_te = ? "" , new Object [ ] { message_te } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; } catch ( Exception e ) { e . printStackTrace ( ) ; return null ; } }"
Execute the SQL statement through $con$ ( query the first event_name and event_date in the events table where id is $id$ ) and return the query results.,"public List getEventName ( JdbcTemplate conn , String id ) { List ret = conn . query ( "" select event_name, event_date from events where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; return ret ; }"
"Use $conn$ to execute SQL ( get all columns in the ic_item table with _id as $item_id$ ) and get all the data. If the query result is true, return True.","public boolean getItem ( JdbcTemplate conn , String item_id ) { List items = conn . query ( "" select * from ic_item where _id = ? "" , new Object [ ] { item_id } , new BeanPropertyRowMapper ( List . class ) ) ; if ( items . isEmpty ( ) ) { return false ; } else { return true ; } }"
"Execute SQL ( query all columns in book ) with $conn$ to get all the data. Returns ""display.html"" after rendering, of which the argument books is the result of the query.","public String search ( JdbcTemplate conn , Model model ) { List books = conn . query ( "" select * from book "" , new BeanPropertyRowMapper ( List . class ) ) ; model . addAttribute ( "" books "" , books ) ; return "" display.html "" ; }"
"Set sql ( query the model_id column in the model_metadata table based on $model_group_id$ ) , execute the SQL with $conn$, get all the query results, use for loop to insert each item of the query result into list and return.","public List getModelsIds ( JdbcTemplate conn , String model_group_id ) { List query = conn . query ( "" select model_id from model_metadata where model_group_id = ? "" , new Object [ ] { model_group_id } , new BeanPropertyRowMapper ( List . class ) ) ; return query ; }"
Execute SQL via $conn$ ( get all columns in the books table based on $search_criteria$ ) and get all the data. Close $conn$ and finally return the query result.,"public List testListenTargetsScope ( JdbcTemplate conn , String search_criteria ) { List res = conn . query ( "" select * from books where search_criteria = ? "" , new Object [ ] { search_criteria } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; }"
"Use $conn$ to execute SQL ( query the first row of data in the Name table based on $NewName$ and $path$ ) , close the connection, and return the data.","public Object renameTable ( JdbcTemplate conn , String NewName , String path ) { List files = conn . query ( "" select * from books where search_criteria = ? "" , new Object [ ] { NewName , path } , new BeanPropertyRowMapper ( List . class ) ) ; return files . get ( 0 ) ; }"
"If the request method is ""POST"", use $db$ to execute SQL ( query the name column in the users table based on $password$ ) , get all the query results, set the assertion to determine the query result length, and return the redirected 'login' page. Otherwise, return the redirected 'signupp' page.","public String signUp ( HttpRequest request , JdbcTemplate db , String password ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List login = db . query ( "" select name from users where password = ? "" , new Object [ ] { password } , new BeanPropertyRowMapper ( List . class ) ) ; assert login . size ( ) > 0 ; return "" login "" ; } else { return "" signupp "" ; } }"
"Set the SQL statement ( get all the columns in the orderState table based on $orderId$ ) , use the $conn$ connection to execute the SQL statement and get all the data. Convert each item of the query result to dict, store as list and return.","public List getOrderState ( JdbcTemplate conn , String orderId ) { List OrderStates = conn . query ( "" select * from orderstate where orderid = ? "" , new Object [ ] { orderId } , new BeanPropertyRowMapper ( List . class ) ) ; return OrderStates ; }"
"Use $conn$ to execute SQL ( query stdin in copy_name ) and get all the data. Finally, return the query results.","public List loaddata ( JdbcTemplate conn ) { List stdin_val = conn . query ( "" select stdin from copy_name "" , new BeanPropertyRowMapper ( List . class ) ) ; return stdin_val ; }"
"If the request module sends the request as post, set the SQL ( query all columns in books with 'title' as $search$ ) and uses $conn$ to execute the SQL to get all the data. If the result is null, return None; otherwise, render and return ""search.html"", where the books parameter is the execution result. If the request module sends the request in a way other than post, render and return ""index.html"".","public String books ( HttpRequest request , JdbcTemplate conn , String search , Model model ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List books = conn . query ( "" select * from books where title = ? "" , new Object [ ] { search } , new BeanPropertyRowMapper ( List . class ) ) ; if ( books . isEmpty ( ) ) { return null ; } else { model . addAttribute ( "" books "" , books ) ; return "" search.html "" ; } } else { return "" index.html "" ; } }"
"connect to the database based on $engine$. Set up the SQL ( query the itemId column in the likes table based on 'drinkerId': $name$ ) and execute the SQL. Use for loop to iterate through all the obtained query results, insert the 'item' field of each piece of data into a list, and return the list.","public List getLikes ( DataSource engine , String name ) { JdbcTemplate con = new JdbcTemplate ( engine ) ; List rs = con . query ( "" select itemid from likes where drinkerid = ? "" , new Object [ ] { name } , new BeanPropertyRowMapper ( List . class ) ) ; List list = new ArrayList ( ) ; for ( Object row : rs ) { list . add ( JSONObject . parseObject ( row . toString ( ) ) . getString ( "" item "" ) ) ; } return list ; }"
"Set up sql ( query the weather column in the home_list table according to $id$ ) , use $conn$ to execute SQL and get all the query results. If the data is obtained, print and return the query results.","public List selectDataById ( JdbcTemplate conn , String id ) { List res = conn . query ( "" select weather from home_list where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; if ( res . isEmpty ( ) ) { return null ; } else { System . out . println ( res ) ; return res ; } }"
"Use $conn$ to execute SQL ( query all the data in the message column of the username table based on $channel$ ) , output the results of the query, take the data as the value of the dictionary 'message_uid' key and return with json format.","public JSONObject submitMessage ( JdbcTemplate conn , String channel ) { List result = conn . query ( "" select weather from home_list where id = ? "" , new Object [ ] { channel } , new BeanPropertyRowMapper ( List . class ) ) ; System . out . println ( result ) ; JSONObject json = new JSONObject ( ) ; json . put ( "" message_uid "" , result ) ; return json ; }"
"Try to execute the following code: Set up the SQL ( query the id in users based on $username$ and $password$ ) ; use $conn$ to execute SQL and get the first piece of data and return the query results. If a ValueError exception occurs, return the rendered ""error.html"".","public Object reLogin ( JdbcTemplate conn , String username , String password ) { try { List ids = conn . query ( "" select id from users where username = ? and password = ? "" , new Object [ ] { username , password } , new BeanPropertyRowMapper ( List . class ) ) ; return ids . get ( 0 ) ; } catch ( Exception e ) { return "" error.html "" ; } }"
"Use the $engine$ to connect the database and execute SQL ( get the key_word column in the 'table' table according to $key_id$ ) , get the first piece of data, and finally return the query result.","public Object searchKey ( DataSource engine , String key_id ) { JdbcTemplate conn = new JdbcTemplate ( engine ) ; List keys = conn . query ( "" select key_word from table where key_id = ? "" , new Object [ ] { key_id } , new BeanPropertyRowMapper ( List . class ) ) ; return keys . get ( 0 ) ; }"
Use $con$ to execute SQL ( get all columns in 'samples' based on $equation$ ) and get all the data. Close the $con$ connection and finally return the query result.,"public List selectValue ( JdbcTemplate conn , String equation ) { List res = conn . query ( "" select * from samples where equation = ? "" , new Object [ ] { equation } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; }"
"Connect to the database via $engine$ and execute SQL ( query all columns in the pool table based on $pool_pre_ping$ ) , get all the data, and finally return the obtained result.","public List testPrePingDbStaysShutdown ( DataSource engine , String pool_pre_ping ) { JdbcTemplate conn = new JdbcTemplate ( engine ) ; List res = conn . query ( "" select * from pool where pool_pre_ping = ? "" , new Object [ ] { pool_pre_ping } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; }"
"Use $conn$ to execute SQL ( query the comments in the ratings table based on $isbn$ ) and get all the data. The default setting is False for the label of existing multiple data, and True for the label of existing multiple data if the query result length is greater than 1. Return the rendered ""bookpage.html"", where the row parameter is the 0th element of the query result, and the get_more parameter is the label of whether there are multiple pieces of data.","public Object bookPage ( JdbcTemplate conn , String isbn , Model model ) { List values = conn . query ( "" select comments from ratings where isbn = ? "" , new Object [ ] { isbn } , new BeanPropertyRowMapper ( List . class ) ) ; boolean get_more = false ; if ( values . size ( ) > 1 ) { get_more = true ; } model . addAttribute ( "" row "" , values . get ( 0 ) ) ; model . addAttribute ( "" get_more "" , get_more ) ; return "" bookpage.html "" ; }"
"Try to use $conn$ to execute SQL ( query iduser in the exis_table table ) and get all the data. Convert each item of data in the query result to a dict type, store in list and return. If an exception occurs, return False.","public Object testAbort ( JdbcTemplate conn ) { try { List res_information = conn . query ( "" select iduser from exis_table "" , new BeanPropertyRowMapper ( List . class ) ) ; return res_information ; } catch ( Exception e ) { return false ; } }"
"Execute SQL ( get all the columns in the table ) with $conn$, get all the data, and return.","public List searchRecords ( JdbcTemplate conn ) { List records = conn . query ( "" select * from table "" , new BeanPropertyRowMapper ( List . class ) ) ; return records ; }"
"Get the database engine with $elephantsql$ and execute the SQL statement ( query all columns in the Temperature_avg_table ) . Convert all the data obtained to the DataFrame form, where the column name is the keys of the query result. Finally, the processed data is returned.","public List fineTemp ( DataSource elephantsql , String summary ) { JdbcTemplate db = new JdbcTemplate ( elephantsql ) ; List df = db . query ( "" select * from temperature_avg_table "" , new BeanPropertyRowMapper ( List . class ) ) ; return df ; }"
Use $conn$ to execute SQL ( query all columns in table based on $datum$ ) and get all the data. Return the query results.,"public List getOne ( JdbcTemplate conn , String datum ) { List rows = conn . query ( "" select * from table where datum = ? "" , new Object [ ] { datum } , new BeanPropertyRowMapper ( List . class ) ) ; return rows ; }"
"If $clause$ is not None, use $conn$ to execute SQL ( query all columns in the table_name table when clause_string equals $clause$ ) and get all the data. Use for loop to convert the data to list and return.","public List getAll ( JdbcTemplate conn , String clause ) { if ( clause != null ) { List table_names = conn . query ( "" select * from table_name where clause_string = ? "" , new Object [ ] { clause } , new BeanPropertyRowMapper ( List . class ) ) ; List table_l = new ArrayList ( ) ; for ( Object i : table_names ) { table_l . add ( i ) ; } return table_l ; } else { return null ; } }"
"If the request method is ""POST"", use $conn$ to execute SQL ( query all columns in the books table according to $isbn$ ) , and get all the query results. If the query result length is less than 1, return the rendered ""apology.html"" page; otherwise, return the rendered ""results.html"" page and set the res parameter to the query result. If the request method is not ""POST"", return the rendered ""search.html"" page.","public Object search ( HttpRequest request , JdbcTemplate conn , String isbn , Model model ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List res = conn . query ( "" select * from books where isbn = ? "" , new Object [ ] { isbn } , new BeanPropertyRowMapper ( List . class ) ) ; if ( res . isEmpty ( ) ) { return "" apology.html "" ; } else { model . addAttribute ( "" res "" , res ) ; return "" results.html "" ; } } else { return "" search.html "" ; } }"
"Use $conn$ to execute the SQL ( query all columns in the FRC_ALL_TRADES table based on $evdate$ ) and get all the data. Finally, return all the query results.","public List getAllTrades ( JdbcTemplate conn , String evdate ) { List result_all_trades = conn . query ( "" select * from frc_all_trades where evdate = ? "" , new Object [ ] { evdate } , new BeanPropertyRowMapper ( List . class ) ) ; return result_all_trades ; }"
"Try to use $conn$ to execute SQL ( get all the columns in the 'my_table' based on $Date$ ) , get all the data, use for loop to store every item of queried data as list, and then return the list. If an exception occurs, return 500.","public Object postgresqlTrace ( JdbcTemplate conn , String Date ) { try { List res = conn . query ( "" select * from my_table where Date = ? "" , new Object [ ] { Date } , new BeanPropertyRowMapper ( List . class ) ) ; List result = new ArrayList ( ) ; for ( Object item : res ) { result . add ( item ) ; } return result ; } catch ( Exception e ) { return 500 ; } }"
"Use $conn$ to execute SQL ( query the maximum value of the latest_date column in the account_latestfetchdate table ) and get all the query results. If the query result is empty, or the 0th element of the query result is empty, return None, otherwise return the query result.","public List execute ( JdbcTemplate conn ) { List max_date = conn . query ( "" select max(latest_date) from account_latestfetchdate "" , new BeanPropertyRowMapper ( List . class ) ) ; if ( max_date . isEmpty ( ) ) { return null ; } else { return max_date ; } }"
"Use $conn$ connection to execute SQL statement ( get all columns in frame_roundtrip based on $name$ ) and get all the data, convert query result into dict, store it as list and return it.","public List testRoundtrip ( JdbcTemplate conn , String name ) { List query = conn . query ( "" select * from frame_roundtrip where name = ? "" , new Object [ ] { name } , new BeanPropertyRowMapper ( List . class ) ) ; return query ; }"
"Set up SQL ( query all columns in the DATABASES table based on $DATABASE_SERVER$ and $DATABASE_URI$ ) , execute SQL based on $conn$ and get the first piece of data, and return the data.","public Object createDatabase ( JdbcTemplate conn , String DATABASE_SERVER , String DATABASE_URI , String id ) { List log_starts = conn . query ( "" select * from DATABASES where DATABASE_SERVER = ? and DATABASE_URI = ? "" , new Object [ ] { DATABASE_SERVER , DATABASE_URI } , new BeanPropertyRowMapper ( List . class ) ) ; return log_starts . get ( 0 ) ; }"
"Get email and password from the page. If the length is 0 when use $db$ to execute SQL ( query the data of id column in the users table based on email and password ) , return ""Incorrect Email or Password"". otherwise, return the jump command ""/ database"".","public Object processLogin ( HttpSession request , JdbcTemplate db ) { Object email = request . getAttribute ( "" email "" ) ; Object password = request . getAttribute ( "" password "" ) ; List result = db . query ( "" select id from users where email = ?, and password = ? "" , new Object [ ] { email , password } , new BeanPropertyRowMapper ( List . class ) ) ; if ( result . isEmpty ( ) ) { return "" Incorrect Email or Password. "" ; } else { return "" /database "" ; } }"
"If the ""current_user"" obtained by $session$.get method is an empty list, return 'index' after processing using the url_for and redirect methods. Otherwise, execute SQL ( query all columns in Books ) with $conn$, get all the data and return.","public Object search ( JdbcTemplate conn , HttpSession session ) { if ( session . getAttribute ( "" current_user "" ) == null ) { return "" index "" ; } else { List results = conn . query ( "" select * from books "" , new BeanPropertyRowMapper ( List . class ) ) ; return results ; } }"
Get the connection through $admin_engine$. Execute SQL ( query the val information in the DATABASE table based on $DATAid$ ) and get all data. Close the connection and return the query results.,"public List teardownDb ( DataSource admin_engine , String DATAid ) { JdbcTemplate conn = new JdbcTemplate ( admin_engine ) ; List valsql = conn . query ( "" select val from database where dataid = ? "" , new Object [ ] { DATAid } , new BeanPropertyRowMapper ( List . class ) ) ; return valsql ; }"
Use $conn$ to execute SQL ( query all columns in the books table when title equals $myString$ ) and get all the data. Use for loop to print each item in the query results.,"public void bookQuery ( JdbcTemplate conn , String myString ) { List selections = conn . query ( "" select * from books where title = ? "" , new Object [ ] { myString } , new BeanPropertyRowMapper ( List . class ) ) ; for ( Object book : selections ) { System . out . println ( book ) ; } }"
Use the $conn$ connection to execute the SQL statement ( query all columns in the books table based on $isbn$ and $title$ ) and get all the data. Use for loop iterate through the query results and print them.,"public void queryBooks ( JdbcTemplate conn , String isbn , String title ) { List res = conn . query ( "" select * from books where isbn = ? and title = ? "" , new Object [ ] { isbn , title } , new BeanPropertyRowMapper ( List . class ) ) ; for ( Object i : res ) { System . out . println ( i ) ; } }"
"Execute the SQL statement through $session$ ( query the first piece of title data in the commands table using $id$ ) , make sure $session$ is closed, and return all the query results.","public List countAllCommandsOnHost ( JdbcTemplate session , String id ) { List out = session . query ( "" select title from commands where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; return out ; }"
"If the request method to execute request is POST, use $conn$ to execute SQL ( query username in users based on $book_id$ ) , get the first piece of data, and finally return the data. Otherwise, return the rendered book.html.","public Object queryBook ( HttpRequest request , JdbcTemplate conn , String book_id ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List usernames = conn . query ( "" select username from users where book_id = ? "" , new Object [ ] { book_id } , new BeanPropertyRowMapper ( List . class ) ) ; return usernames . get ( 0 ) ; } else { return "" book.html "" ; } }"
"Use the $conn$ cursor method to execute SQL ( get all the columns in mobile_homes where home is $home$ ) and get the first data, then use the for loop to convert each item of the query result to a list type and return the list content.","public List mobileHomesEndpoint ( JdbcTemplate conn , String home ) { List results = conn . query ( "" select * from mobile_homes where home = ? "" , new Object [ ] { home } , new BeanPropertyRowMapper ( List . class ) ) ; List mh_data = new ArrayList ( ) ; for ( Object result : results ) { mh_data . add ( result ) ; } return mh_data ; }"
"Try to use $conn$ to execute SQL ( query all the query results of all the information in the datasourceId table based on $countTotal$ ) , and use for loop to insert the data one by one into a list, and return this list. If an Exception occurs during execution, return the 'error' that converted to list.","public Object getNA ( JdbcTemplate conn , String countTotal ) { try { List query = conn . query ( "" select * from datasourceid where counttotal = ? "" , new Object [ ] { countTotal } , new BeanPropertyRowMapper ( List . class ) ) ; List result = new ArrayList ( ) ; for ( Object i : query ) { result . add ( i ) ; } return result ; } catch ( Exception e ) { return "" error "" ; } }"
"connect to the database via $engine$, try to execute the SQL ( get all the columns in the Table according to $user$ ) and get all the data. Return the obtained result and print an exception if a ValueError exception occurs during execution.","public List updateTable ( DataSource engine , String user ) { JdbcTemplate con = new JdbcTemplate ( engine ) ; try { List rs = con . query ( "" select * from table where user = ? "" , new Object [ ] { user } , new BeanPropertyRowMapper ( List . class ) ) ; return rs ; } catch ( Exception e ) { e . printStackTrace ( ) ; return null ; } }"
